Search[0]: 287
Insert[0]: 1391
Search[1]: 168
Insert[1]: 79
Search[2]: 1427
Insert[2]: 51
Search[3]: 4874
Insert[3]: 68
Search[4]: 1422
Insert[4]: 51
Search[5]: 365
Insert[5]: 51
Search[6]: 3018
Insert[6]: 66
Search[7]: 1275
Insert[7]: 51
Search[8]: 3479
Insert[8]: 66
Search[9]: 2380
Insert[9]: 51
Search[10]: 2375
Insert[10]: 51
Search[11]: 2366
Insert[11]: 69
Search[12]: 1607
Insert[12]: 52
Search[13]: 6761
Insert[13]: 51
Search[14]: 153
Insert[14]: 67
Search[15]: 147
Insert[15]: 51
Search[16]: 159
Insert[16]: 67
Search[17]: 145
Insert[17]: 51
Search[18]: 164
Insert[18]: 51
Search[19]: 3026
Insert[19]: 67
Search[20]: 3043
Insert[20]: 51
Search[21]: 1910
Insert[21]: 63
Search[22]: 173
Insert[22]: 51
Search[23]: 3359
Insert[23]: 51
Search[24]: 170
Insert[24]: 63
Search[25]: 3031
Insert[25]: 51
Search[26]: 2177
Insert[26]: 67
Search[27]: 156
Insert[27]: 51
Search[28]: 1588
Insert[28]: 51
Search[29]: 330
Insert[29]: 65
Search[30]: 2823
Insert[30]: 51
Search[31]: 1275
Insert[31]: 66
Search[32]: 1735
Insert[32]: 51
Search[33]: 1674
Insert[33]: 51
Search[34]: 3140
Insert[34]: 67
Search[35]: 2873
Insert[35]: 51
Search[36]: 170
Insert[36]: 51
Search[37]: 172
Insert[37]: 67
Search[38]: 1294
Insert[38]: 52
Search[39]: 1300
Insert[39]: 67
Search[40]: 2436
Insert[40]: 52
Search[41]: 3575
Insert[41]: 51
Search[42]: 2558
Insert[42]: 66
Search[43]: 2445
Insert[43]: 51
Search[44]: 2591
Insert[44]: 66
Search[45]: 3627
Insert[45]: 51
Search[46]: 175
Insert[46]: 52
Search[47]: 1349
Insert[47]: 67
Search[48]: 1505
Insert[48]: 51
Search[49]: 2942
Insert[49]: 64
Search[50]: 175
Insert[50]: 51
Search[51]: 3154
Insert[51]: 245
Search[52]: 175
Insert[52]: 208
Search[53]: 3444
Insert[53]: 51
Search[54]: 1743
Insert[54]: 51
Search[55]: 180
Insert[55]: 65
Search[56]: 173
Insert[56]: 51
Search[57]: 2850
Insert[57]: 66
Search[58]: 1385
Insert[58]: 51
Search[59]: 2544
Insert[59]: 51
Search[60]: 1426
Insert[60]: 66
Search[61]: 2543
Insert[61]: 51
Search[62]: 1406
Insert[62]: 67
Search[63]: 179
Insert[63]: 51
Search[64]: 1576
Insert[64]: 51
Search[65]: 168
Insert[65]: 66
Search[66]: 1391
Insert[66]: 51
Search[67]: 195
Insert[67]: 301
Search[68]: 150
Insert[68]: 196
Search[69]: 1554
Insert[69]: 51
Search[70]: 187
Insert[70]: 65
Search[71]: 1751
Insert[71]: 51
Search[72]: 2601
Insert[72]: 67
Search[73]: 1804
Insert[73]: 51
Search[74]: 4385
Insert[74]: 51
Search[75]: 4055
Insert[75]: 68
Search[76]: 2755
Insert[76]: 52
Search[77]: 2751
Insert[77]: 51
Search[78]: 1430
Insert[78]: 67
Search[79]: 2595
Insert[79]: 51
Search[80]: 1341
Insert[80]: 65
Search[81]: 2472
Insert[81]: 51
Search[82]: 177
Insert[82]: 54
Search[83]: 167
Insert[83]: 209
Search[84]: 1304
Insert[84]: 51
Search[85]: 2441
Insert[85]: 63
Search[86]: 1295
Insert[86]: 52
Search[87]: 166
Insert[87]: 51
Search[88]: 1302
Insert[88]: 66
Search[89]: 1310
Insert[89]: 318
Search[90]: 179
