Search[0]: 464
Insert[0]: 1329
Search[1]: 170
Insert[1]: 52
Search[2]: 2650
Insert[2]: 66
Search[3]: 5284
Insert[3]: 66
Search[4]: 1922
Insert[4]: 51
Search[5]: 147
Insert[5]: 66
Search[6]: 2689
Insert[6]: 51
Search[7]: 1264
Insert[7]: 85
Search[8]: 4042
Insert[8]: 51
Search[9]: 3521
Insert[9]: 53
Search[10]: 3411
Insert[10]: 67
Search[11]: 3057
Insert[11]: 216
Search[12]: 1589
Insert[12]: 66
Search[13]: 4583
Insert[13]: 51
Search[14]: 153
Insert[14]: 50
Search[15]: 147
Insert[15]: 66
Search[16]: 161
Insert[16]: 50
Search[17]: 144
Insert[17]: 68
Search[18]: 165
Insert[18]: 51
Search[19]: 3338
Insert[19]: 50
Search[20]: 2616
Insert[20]: 77
Search[21]: 1363
Insert[21]: 50
Search[22]: 178
Insert[22]: 74
Search[23]: 2447
Insert[23]: 50
Search[24]: 175
Insert[24]: 50
Search[25]: 2439
Insert[25]: 70
Search[26]: 1296
Insert[26]: 50
Search[27]: 161
Insert[27]: 50
Search[28]: 1301
Insert[28]: 73
Search[29]: 150
Insert[29]: 51
Search[30]: 2427
Insert[30]: 262
Search[31]: 1311
Insert[31]: 52
Search[32]: 1310
Insert[32]: 51
Search[33]: 1311
Insert[33]: 68
Search[34]: 2435
Insert[34]: 52
Search[35]: 2442
Insert[35]: 73
Search[36]: 171
Insert[36]: 216
Search[37]: 174
Insert[37]: 50
Search[38]: 1290
Insert[38]: 70
Search[39]: 1296
Insert[39]: 50
Search[40]: 2434
Insert[40]: 68
Search[41]: 3564
Insert[41]: 242
Search[42]: 2428
Insert[42]: 52
Search[43]: 2427
Insert[43]: 73
Search[44]: 2468
Insert[44]: 54
Search[45]: 3585
Insert[45]: 76
Search[46]: 177
Insert[46]: 53
Search[47]: 1295
Insert[47]: 196
Search[48]: 1311
Insert[48]: 70
Search[49]: 2432
Insert[49]: 53
Search[50]: 174
Insert[50]: 52
Search[51]: 1301
Insert[51]: 72
Search[52]: 174
Insert[52]: 51
Search[53]: 1305
Insert[53]: 72
Search[54]: 1289
Insert[54]: 244
Search[55]: 160
Insert[55]: 51
Search[56]: 174
Insert[56]: 73
Search[57]: 2443
Insert[57]: 52
Search[58]: 1334
Insert[58]: 80
Search[59]: 2428
Insert[59]: 246
Search[60]: 1316
Insert[60]: 196
Search[61]: 2442
Insert[61]: 237
Search[62]: 1306
Insert[62]: 51
Search[63]: 174
Insert[63]: 69
Search[64]: 1337
Insert[64]: 51
Search[65]: 461
Insert[65]: 50
Search[66]: 1321
Insert[66]: 265
Search[67]: 174
Insert[67]: 52
Search[68]: 150
Insert[68]: 52
Search[69]: 1335
Insert[69]: 71
Search[70]: 160
Insert[70]: 52
Search[71]: 1327
Insert[71]: 236
Search[72]: 2753
Insert[72]: 50
Search[73]: 1499
Insert[73]: 50
Search[74]: 6550
Insert[74]: 70
Search[75]: 6743
Insert[75]: 50
Search[76]: 2651
Insert[76]: 258
Search[77]: 2494
Insert[77]: 52
Search[78]: 1367
Insert[78]: 51
Search[79]: 4040
Insert[79]: 73
Search[80]: 1647
Insert[80]: 52
Search[81]: 2999
Insert[81]: 73
Search[82]: 209
Insert[82]: 217
Search[83]: 200
Insert[83]: 50
Search[84]: 1588
Insert[84]: 69
Search[85]: 3394
Insert[85]: 50
Search[86]: 1564
Insert[86]: 69
Search[87]: 164
Insert[87]: 51
Search[88]: 1554
Insert[88]: 52
Search[89]: 1608
Insert[89]: 71
Search[90]: 181
Insert[90]: 52
Search[91]: 161
Insert[91]: 216
Search[92]: 5199
Insert[92]: 65
Search[93]: 3785
Insert[93]: 50
Search[94]: 2965
Insert[94]: 67
Search[95]: 2692
Insert[95]: 50
Search[96]: 168
Insert[96]: 50
Search[97]: 163
Insert[97]: 261
Search[98]: 1418
Insert[98]: 52
Search[99]: 1755
Insert[99]: 70
Search[100]: 1716
Insert[100]: 52
Search[101]: 174
Insert[101]: 51
Search[102]: 3329
Insert[102]: 236
Search[103]: 3375
Insert[103]: 50
Search[104]: 203
Insert[104]: 66
Search[105]: 1958
Insert[105]: 50
Search[106]: 2216
Insert[106]: 242
Search[107]: 161
Insert[107]: 70
Search[108]: 3254
Insert[108]: 52
Search[109]: 364
Insert[109]: 71
