Search[0]: 180
Insert[0]: 75
Search[1]: 65
Insert[1]: 72
Search[2]: 76
Insert[2]: 54
Search[3]: 107
Insert[3]: 43
Search[4]: 75
Insert[4]: 38
Search[5]: 64
Insert[5]: 36
Search[6]: 85
Insert[6]: 36
Search[7]: 211
Insert[7]: 36
Search[8]: 280
Insert[8]: 36
Search[9]: 87
Insert[9]: 36
Search[10]: 86
Insert[10]: 36
Search[11]: 87
Insert[11]: 183
Search[12]: 73
Insert[12]: 37
Search[13]: 103
Insert[13]: 36
Search[14]: 246
Insert[14]: 36
Search[15]: 72
Insert[15]: 180
Search[16]: 65
Insert[16]: 36
Search[17]: 62
Insert[17]: 35
Search[18]: 65
Insert[18]: 35
Search[19]: 84
Insert[19]: 35
Search[20]: 269
Insert[20]: 35
Search[21]: 76
Insert[21]: 35
Search[22]: 70
Insert[22]: 34
Search[23]: 102
Insert[23]: 35
Search[24]: 67
Insert[24]: 34
Search[25]: 83
Insert[25]: 35
Search[26]: 72
Insert[26]: 35
Search[27]: 62
Insert[27]: 35
Search[28]: 74
Insert[28]: 35
Search[29]: 62
Insert[29]: 35
Search[30]: 84
Insert[30]: 35
Search[31]: 75
Insert[31]: 35
Search[32]: 75
Insert[32]: 34
Search[33]: 74
Insert[33]: 35
Search[34]: 86
Insert[34]: 35
Search[35]: 85
Insert[35]: 35
Search[36]: 63
Insert[36]: 35
Search[37]: 64
Insert[37]: 35
Search[38]: 73
Insert[38]: 35
Search[39]: 71
Insert[39]: 35
Search[40]: 165
Insert[40]: 35
Search[41]: 233
Insert[41]: 35
Search[42]: 272
Insert[42]: 36
Search[43]: 86
Insert[43]: 35
Search[44]: 85
Insert[44]: 35
Search[45]: 93
Insert[45]: 35
Search[46]: 63
Insert[46]: 34
Search[47]: 71
Insert[47]: 35
Search[48]: 74
Insert[48]: 34
Search[49]: 81
Insert[49]: 35
Search[50]: 62
Insert[50]: 35
Search[51]: 75
Insert[51]: 35
Search[52]: 63
Insert[52]: 35
Search[53]: 74
Insert[53]: 35
Search[54]: 73
Insert[54]: 35
Search[55]: 63
Insert[55]: 35
Search[56]: 63
Insert[56]: 35
Search[57]: 82
Insert[57]: 35
Search[58]: 72
Insert[58]: 35
Search[59]: 165
Insert[59]: 35
Search[60]: 79
Insert[60]: 35
Search[61]: 90
Insert[61]: 35
Search[62]: 76
Insert[62]: 35
Search[63]: 81
Insert[63]: 35
Search[64]: 88
Insert[64]: 35
Search[65]: 62
Insert[65]: 35
Search[66]: 73
Insert[66]: 35
Search[67]: 64
Insert[67]: 35
Search[68]: 62
Insert[68]: 35
Search[69]: 77
Insert[69]: 35
Search[70]: 65
Insert[70]: 35
Search[71]: 75
Insert[71]: 35
Search[72]: 88
Insert[72]: 35
Search[73]: 74
Insert[73]: 36
Search[74]: 87
Insert[74]: 182
Search[75]: 87
Insert[75]: 35
Search[76]: 95
Insert[76]: 35
Search[77]: 85
Insert[77]: 35
Search[78]: 30736
Insert[78]: 35
Search[79]: 90
Insert[79]: 35
Search[80]: 77
Insert[80]: 35
Search[81]: 275
Insert[81]: 35
Search[82]: 80
Insert[82]: 35
Search[83]: 69
Insert[83]: 35
Search[84]: 76
Insert[84]: 35
Search[85]: 94
Insert[85]: 35
Search[86]: 86
Insert[86]: 35
Search[87]: 63
Insert[87]: 35
Search[88]: 75
Insert[88]: 35
Search[89]: 74
Insert[89]: 35
Search[90]: 64
Insert[90]: 35
Search[91]: 64
Insert[91]: 35
Search[92]: 232
Insert[92]: 35
Search[93]: 107
Insert[93]: 35
Search[94]: 89
Insert[94]: 35
Search[95]: 183
Insert[95]: 35
Search[96]: 200
Insert[96]: 35
Search[97]: 65
Insert[97]: 229
Search[98]: 218
Insert[98]: 36
Search[99]: 84
Insert[99]: 181
Search[100]: 78
Insert[100]: 35
Search[101]: 63
Insert[101]: 35
Search[102]: 76
Insert[102]: 35
Search[103]: 75
Insert[103]: 35
Search[104]: 66
Insert[104]: 35
Search[105]: 76
Insert[105]: 35
Search[106]: 75
Insert[106]: 35
Search[107]: 61
Insert[107]: 35
Search[108]: 84
Insert[108]: 35
Search[109]: 64
Insert[109]: 35
Search[110]: 76
Insert[110]: 253
Search[111]: 64
Insert[111]: 180
Search[112]: 85
Insert[112]: 35
Search[113]: 83
Insert[113]: 35
Search[114]: 65
Insert[114]: 35
Search[115]: 63
Insert[115]: 35
Search[116]: 74
Insert[116]: 35
Search[117]: 258
Insert[117]: 35
Search[118]: 86
Insert[118]: 35
Search[119]: 75
Insert[119]: 35
Search[120]: 63
Insert[120]: 35
Search[121]: 237
Insert[121]: 36
Search[122]: 102
Insert[122]: 180
Search[123]: 62
Insert[123]: 35
Search[124]: 248
Insert[124]: 35
Search[125]: 64
Insert[125]: 35
Search[126]: 61
Insert[126]: 35
Search[127]: 108
Insert[127]: 35
Search[128]: 64
Insert[128]: 35
Search[129]: 312
Insert[129]: 35
Search[130]: 65
Insert[130]: 35
Search[131]: 99
Insert[131]: 35
Search[132]: 84
Insert[132]: 36
Search[133]: 199
Insert[133]: 179
Search[134]: 248
Insert[134]: 35
Search[135]: 79
Insert[135]: 35
Search[136]: 89
Insert[136]: 35
Search[137]: 76
Insert[137]: 35
Search[138]: 213
Insert[138]: 35
Search[139]: 275
Insert[139]: 35
Search[140]: 87
Insert[140]: 35
Search[141]: 74
Insert[141]: 35
Search[142]: 76
Insert[142]: 35
Search[143]: 91
Insert[143]: 35
Search[144]: 74
Insert[144]: 35
Search[145]: 89
Insert[145]: 35
Search[146]: 74
Insert[146]: 35
Search[147]: 88
Insert[147]: 35
Search[148]: 116
Insert[148]: 35
Search[149]: 107
Insert[149]: 35
Search[150]: 102
Insert[150]: 35
Search[151]: 73
Insert[151]: 35
Search[152]: 307
Insert[152]: 35
Search[153]: 71
Insert[153]: 35
Search[154]: 88
Insert[154]: 35
Search[155]: 65
Insert[155]: 35
Search[156]: 64
Insert[156]: 35
Search[157]: 106
Insert[157]: 35
Search[158]: 65
Insert[158]: 35
Search[159]: 75
Insert[159]: 35
Search[160]: 62
Insert[160]: 35
Search[161]: 83
Insert[161]: 35
Search[162]: 65
Insert[162]: 35
Search[163]: 64
Insert[163]: 35
Search[164]: 64
Insert[164]: 230
Search[165]: 82
Insert[165]: 36
Search[166]: 73
Insert[166]: 36
Search[167]: 83
Insert[167]: 36
Search[168]: 84
Insert[168]: 181
Search[169]: 85
Insert[169]: 35
Search[170]: 75
Insert[170]: 35
Search[171]: 64
Insert[171]: 35
Search[172]: 95
Insert[172]: 35
Search[173]: 85
Insert[173]: 35
Search[174]: 74
Insert[174]: 35
Search[175]: 85
Insert[175]: 35
Search[176]: 63
Insert[176]: 35
Search[177]: 64
Insert[177]: 35
Search[178]: 75
Insert[178]: 35
Search[179]: 66
Insert[179]: 35
Search[180]: 63
Insert[180]: 35
Search[181]: 65
Insert[181]: 248
Search[182]: 75
Insert[182]: 36
Search[183]: 74
Insert[183]: 35
Search[184]: 75
Insert[184]: 35
Search[185]: 84
Insert[185]: 35
Search[186]: 64
Insert[186]: 35
Search[187]: 72
Insert[187]: 35
Search[188]: 76
Insert[188]: 35
Search[189]: 85
Insert[189]: 35
Search[190]: 86
Insert[190]: 35
Search[191]: 73
Insert[191]: 35
Search[192]: 75
Insert[192]: 35
Search[193]: 77
Insert[193]: 35
Search[194]: 76
Insert[194]: 35
Search[195]: 62
Insert[195]: 35
Search[196]: 65
Insert[196]: 35
Search[197]: 64
Insert[197]: 35
Search[198]: 74
Insert[198]: 35
Search[199]: 64
Insert[199]: 35
Search[200]: 76
Insert[200]: 35
Search[201]: 75
Insert[201]: 35
Search[202]: 65
Insert[202]: 35
Search[203]: 72
Insert[203]: 35
Search[204]: 83
Insert[204]: 35
Search[205]: 76
Insert[205]: 35
Search[206]: 73
Insert[206]: 35
Search[207]: 75
Insert[207]: 35
Search[208]: 88
Insert[208]: 35
Search[209]: 65
Insert[209]: 79
Search[210]: 78
Insert[210]: 61
Search[211]: 303
Insert[211]: 49
Search[212]: 62
Insert[212]: 39
Search[213]: 72
Insert[213]: 37
Search[214]: 88
Insert[214]: 36
Search[215]: 75
Insert[215]: 38
Search[216]: 65
Insert[216]: 37
Search[217]: 72
Insert[217]: 36
Search[218]: 74
Insert[218]: 35
Search[219]: 73
Insert[219]: 35
Search[220]: 86
Insert[220]: 35
Search[221]: 85
Insert[221]: 36
Search[222]: 64
Insert[222]: 35
Search[223]: 65
Insert[223]: 35
Search[224]: 63
Insert[224]: 35
Search[225]: 107
Insert[225]: 35
Search[226]: 65
Insert[226]: 35
Search[227]: 94
Insert[227]: 37
Search[228]: 63
Insert[228]: 38
Search[229]: 88
Insert[229]: 35
Search[230]: 74
Insert[230]: 35
Search[231]: 85
Insert[231]: 35
Search[232]: 61
Insert[232]: 34
Search[233]: 63
Insert[233]: 35
Search[234]: 84
Insert[234]: 35
Search[235]: 84
Insert[235]: 35
Search[236]: 420
Insert[236]: 35
Search[237]: 140
Insert[237]: 85
Search[238]: 82
Insert[238]: 75
Search[239]: 90
Insert[239]: 60
Search[240]: 65
Insert[240]: 48
Search[241]: 64
Insert[241]: 42
Search[242]: 103
Insert[242]: 37
Search[243]: 64
Insert[243]: 37
Search[244]: 74
Insert[244]: 37
Search[245]: 84
Insert[245]: 37
Search[246]: 65
Insert[246]: 36
Search[247]: 71
Insert[247]: 36
Search[248]: 76
Insert[248]: 36
Search[249]: 74
Insert[249]: 36
Search[250]: 63
Insert[250]: 36
Search[251]: 75
Insert[251]: 36
Search[252]: 107
Insert[252]: 36
Search[253]: 63
Insert[253]: 37
Search[254]: 93
Insert[254]: 36
Search[255]: 81
Insert[255]: 36
Search[256]: 63
Insert[256]: 36
Search[257]: 62
Insert[257]: 36
Search[258]: 86
Insert[258]: 182
Search[259]: 62
Insert[259]: 35
Search[260]: 86
Insert[260]: 35
Search[261]: 74
Insert[261]: 36
Search[262]: 66
Insert[262]: 36
Search[263]: 84
Insert[263]: 39
Search[264]: 84
Insert[264]: 36
Search[265]: 64
Insert[265]: 36
Search[266]: 65
Insert[266]: 78
Search[267]: 85
Insert[267]: 65
Search[268]: 64
Insert[268]: 49
Search[269]: 77
Insert[269]: 215
Search[270]: 63
Insert[270]: 256
Search[271]: 73
Insert[271]: 46
Search[272]: 52688
Insert[272]: 45
Search[273]: 69
Insert[273]: 43
Search[274]: 68
Insert[274]: 36
Search[275]: 106
Insert[275]: 35
Search[276]: 85
Insert[276]: 36
Search[277]: 76
Insert[277]: 36
Search[278]: 64
Insert[278]: 36
Search[279]: 62
Insert[279]: 36
Search[280]: 65
Insert[280]: 36
Search[281]: 74
Insert[281]: 36
Search[282]: 95
Insert[282]: 249
Search[283]: 75
Insert[283]: 76
Search[284]: 84
Insert[284]: 62
Search[285]: 87
Insert[285]: 50
Search[286]: 65
Insert[286]: 44
Search[287]: 78
Insert[287]: 41
Search[288]: 74
Insert[288]: 40
Search[289]: 74
Insert[289]: 43
Search[290]: 75
Insert[290]: 38
Search[291]: 12766
Insert[291]: 41
Search[292]: 251
Insert[292]: 39
Search[293]: 150
Insert[293]: 44
Search[294]: 78
Insert[294]: 79
Search[295]: 77
Insert[295]: 60
Search[296]: 79
Insert[296]: 49
Search[297]: 65
Insert[297]: 41
Search[298]: 88
Insert[298]: 38
Search[299]: 94
Insert[299]: 37
Search[300]: 77
Insert[300]: 37
Search[301]: 74
Insert[301]: 37
Search[302]: 74
Insert[302]: 37
Search[303]: 79
Insert[303]: 38
Search[304]: 74
Insert[304]: 37
Search[305]: 75
Insert[305]: 38
Search[306]: 79
Insert[306]: 37
Search[307]: 86
Insert[307]: 37
Search[308]: 112
Insert[308]: 37
Search[309]: 70
Insert[309]: 36
Search[310]: 18850
Insert[310]: 37
Search[311]: 82
Insert[311]: 37
Search[312]: 90
Insert[312]: 37
Search[313]: 87
Insert[313]: 36
Search[314]: 91
Insert[314]: 172
Search[315]: 91
Insert[315]: 36
Search[316]: 84
Insert[316]: 36
Search[317]: 85
Insert[317]: 35
Search[318]: 89
Insert[318]: 36
Search[319]: 87
Insert[319]: 36
Search[320]: 73
Insert[320]: 36
Search[321]: 84
Insert[321]: 36
Search[322]: 97
Insert[322]: 36
Search[323]: 75
Insert[323]: 83
Search[324]: 83
Insert[324]: 75
Search[325]: 65
Insert[325]: 62
Search[326]: 62
Insert[326]: 53
Search[327]: 268
Insert[327]: 52
Search[328]: 2807
Insert[328]: 49
Search[329]: 126
Insert[329]: 49
Search[330]: 81
Insert[330]: 49
Search[331]: 68
Insert[331]: 47
Search[332]: 67
Insert[332]: 45
Search[333]: 100
Insert[333]: 43
Search[334]: 77
Insert[334]: 43
Search[335]: 76
Insert[335]: 47
Search[336]: 95
Insert[336]: 44
Search[337]: 120
